"Adolescent fertility rate (births per 1,000 women ages 15-19)",Arable land (% of land area),Arable land (hectares per person),"Birth rate, crude (per 1,000 people)",CO2 emissions from solid fuel consumption (% of total),Crop production index (2004-2006 = 100),Livestock production index (2004-2006 = 100),Permanent cropland (% of land area),"Population, female (% of total)",Rural population (% of total population),"Life expectancy at birth, total (years)",Year,CountryName,MeanLifeExpetancyOverall,MeanLifeExpetancyForYear,AboveAverageLifeExpectancyOverall,AboveAverageLifeExpectancyByYear
12.7992,22.1512556249093,0.532347246690272,22.4,55.4238598299407,76.63,47.36,0.0435476847147627,49.759648259915295,51.909,70.3945853658537,1964,Ireland,64.19356275253435,55.93721762963236,True,True
22.5294,42.834313692156,0.243791285400099,19.7,15.8011003667889,82.77,59.24,9.43864540478052,51.3277681315215,38.65,70.3117073170732,1964,Italy,64.19356275253435,55.93721762963236,True,True
207.3344,15.3277931671283,0.0956903046698598,41.31100000000001,0.0901713255184851,120.88,25.49,10.1569713758079,52.2035363394444,63.26,66.18785365853661,1964,Jamaica,64.19356275253435,55.93721762963236,True,True
3.8014,15.0804472320698,0.0565289391368348,17.8,44.6232663516589,126.92,41.42,1.36351240796291,50.9480778710587,33.028,70.1324390243903,1964,Japan,64.19356275253435,55.93721762963236,True,True
182.6758,6.14962926520715,0.380428249167025,50.841,3.24254215304799,27.46,23.86,0.729170327160277,49.9769134399648,91.682,48.8610975609756,1964,Kenya,64.19356275253435,55.93721762963236,False,False
25.5506,21.677379224548996,0.0747208554269371,37.777,82.5878857897343,46.37,8.5,0.8293593199253578,49.7594602172046,68.628,56.0216341463415,1964,"Korea, Rep.",64.19356275253435,55.93721762963236,False,True
109.103741931513,4.1681526132130005,0.323561477674476,42.546689653637294,9.483751160631382,31.277978689864106,19.82534223993689,0.8080539700084929,50.0970687839426,51.686168303671714,56.4570873694358,1964,Latin America & Caribbean (developing only),64.19356275253435,55.93721762963236,False,True
188.7798,15.9100551548579,0.37846064412992403,53.00899999999999,50.0,24.17,23.22,0.636402206194315,51.507282592021504,95.2,38.625780487804896,1964,Malawi,64.19356275253435,55.93721762963236,False,False
137.7518,0.25807703502474,0.276006333619024,47.983,0.0,52.02,59.46,0.0067915009217037,50.3283022705153,90.643,46.06234146341461,1964,Mauritania,64.19356275253435,55.93721762963236,False,False
116.91,9.866508912266259,0.44332196821917697,44.167,5.70695102685624,37.07,22.64,0.704750636590447,50.1579837236119,45.9,59.0555853658537,1964,Mexico,64.19356275253435,55.93721762963236,False,True
151.1988,15.0109781780705,0.48298773038154297,48.804,22.470978441127702,31.94,25.22,0.9185822467177492,50.57389755527471,68.64699999999999,50.142,1964,Morocco,64.19356275253435,55.93721762963236,False,False
20.4902,27.754739336492896,0.0772648411164398,20.7,39.392792247123,56.81,45.98,1.18483412322275,50.1417585356802,39.43,73.7041463414634,1964,Netherlands,64.19356275253435,55.93721762963236,True,True
63.2246,11.317458508981801,1.15262628606792,24.2,48.405148293228905,25.61,51.14,0.0987429265884319,49.80953509830029,21.683000000000003,71.32926829268291,1964,New Zealand,64.19356275253435,55.93721762963236,True,True
161.6956,8.55908259930198,0.5144549349963711,47.517,0.0,60.48,35.25,1.31294665115506,50.020303488454,58.145,49.60807317073171,1964,Nicaragua,64.19356275253435,55.93721762963236,False,False
163.1884,30.1624669235921,0.558697806066766,45.927,23.7399193548387,25.01,22.81,3.84290215971101,49.945374010833795,83.682,38.8991219512195,1964,Nigeria,64.19356275253435,55.93721762963236,False,False
29.3688,2.3272050267628597,0.230081754814596,17.7,18.052095130237802,99.94,78.83,0.00273788826677983,50.182504025048,44.056,73.5958536585366,1964,Norway,64.19356275253435,55.93721762963236,True,True
112.675,40.4732254047323,0.629597474119508,44.19600000000001,34.2708534001156,23.45,21.56,0.20106890826068904,46.7403357594899,76.744,48.785,1964,Pakistan,64.19356275253435,55.93721762963236,False,False
140.225,5.89184826472962,0.343186494436148,40.371,0.0,71.08,24.82,1.61420500403551,49.05239783933539,56.216,62.8402195121951,1964,Panama,64.19356275253435,55.93721762963236,False,True
75.9852,0.165614097071943,0.035430303396774006,41.73,0.0,38.24,36.54,0.7949476659453248,48.2363739777176,94.931,41.216487804878,1964,Papua New Guinea,64.19356275253435,55.93721762963236,False,False
120.8386,1.88984375,0.21443105961653305,46.19600000000001,2.750373692077729,37.07,31.05,0.15546875,49.742173022551604,49.24800000000001,49.728048780487796,1964,Peru,64.19356275253435,55.93721762963236,False,False
63.5504,16.2274525581707,0.161533219924108,42.181,1.17109397315053,33.13,18.93,8.381948635418759,49.509821770452795,68.66,59.033073170731704,1964,Philippines,64.19356275253435,55.93721762963236,False,True
28.1326,27.2677595628415,0.276137156606291,24.0,28.9421157684631,114.81,32.83,6.12021857923497,52.2332861759676,63.517,64.5638536585366,1964,Portugal,64.19356275253435,55.93721762963236,True,True
74.292,20.2675314146737,0.158141820952463,49.985,0.0,27.71,23.04,5.87758411025537,50.9547812440005,97.176,43.3705365853659,1964,Rwanda,64.19356275253435,55.93721762963236,False,False
193.5294,15.753389082221,0.85486249904522,50.199,0.0,76.87,40.43,0.0727159403729289,50.0739725232029,74.343,38.435975609756106,1964,Senegal,64.19356275253435,55.93721762963236,False,False
187.639,5.12607370462732,0.160798045043444,45.974,0.0,38.18,51.56,0.761983929066223,51.2900566400249,80.288,31.2303902439024,1964,Sierra Leone,64.19356275253435,55.93721762963236,False,False
115.954005678157,43.5308095492039,0.33394154981267,42.0707521926488,71.9801539342281,36.22797952655221,25.10242788376501,1.25883059094324,48.235360448556,82.561116065394,44.5372981807621,1964,South Asia,64.19356275253435,55.93721762963236,False,False
11.4028,31.8520148865501,0.5036192791369729,22.0,50.5664674067748,47.48,29.07,9.27207971507463,51.330086843014,39.702,70.399756097561,1964,Spain,64.19356275253435,55.93721762963236,True,True
85.3168,12.5976718226758,0.072457121893057,34.46,20.6451612903226,55.22,59.62,17.269972891086,48.013266683734294,82.73299999999998,61.363512195122006,1964,Sri Lanka,64.19356275253435,55.93721762963236,False,True
149.2866,4.65993265993266,0.9485930588039448,46.691,0.0,28.74,20.4,0.0294612794612795,49.83868712735661,87.19200000000002,49.843878048780496,1964,Sudan,64.19356275253435,55.93721762963236,False,False
42.0544,7.9324462640736995,0.42485962664040794,16.0,14.496359223301,107.91,96.61,0.00974801384217966,50.065583240472,23.847,73.73317073170729,1964,Sweden,64.19356275253435,55.93721762963236,True,True
117.9792,34.878659266514305,1.2268931142585802,46.728,0.251889168765743,24.59,18.37,1.3276743932963302,48.7841412676505,60.651,55.0300975609756,1964,Syrian Arab Republic,64.19356275253435,55.93721762963236,False,False
60.8606,21.531053651470998,0.35620225189768395,42.042,1.56862745098039,23.71,37.78,2.68159486386502,49.916344282040704,79.89,56.69424390243901,1964,Thailand,64.19356275253435,55.93721762963236,False,True
147.7726,33.0943188086045,1.0829855746321502,47.847,0.0,39.81,30.1,1.2870012870012901,50.699608681212396,86.15299999999998,42.8192195121951,1964,Togo,64.19356275253435,55.93721762963236,False,False
124.2558,11.1111111111111,0.0631039155426051,33.361,0.0966183574879227,208.2,26.16,6.82261208576998,50.0544686428894,85.09,64.4557804878049,1964,Trinidad and Tobago,64.19356275253435,55.93721762963236,True,True
126.805,30.9551342853059,0.786453120524436,42.972,54.5669729880256,35.33,47.7,2.9468705741720003,50.2858699654035,66.32,48.3063170731707,1964,Turkey,64.19356275253435,55.93721762963236,False,False
181.1968,18.9429958460538,0.488627879983698,49.16,0.0,42.75,25.53,5.44517291426855,50.30933307651861,94.727,46.321268292682895,1964,Uganda,64.19356275253435,55.93721762963236,False,False
79.9518,30.3972223370396,0.136185185185185,18.8,70.12176009644361,69.02,79.98,0.4712106807754311,51.529357675914795,22.04,71.62439024390241,1964,United Kingdom,64.19356275253435,55.93721762963236,True,True
75.4192,19.430808738110002,0.9274424276534872,21.1,32.249261756153196,44.1,60.42,0.204499200782622,50.5194603220356,28.492,70.1658536585366,1964,United States,64.19356275253435,55.93721762963236,True,True
62.315,13.0327962518569,0.855785670148463,21.406,1.85036202735318,35.06,67.77,0.30282253456747804,50.1069075522616,18.886,68.5431463414634,1964,Uruguay,64.19356275253435,55.93721762963236,True,True
133.7646,3.2957315344935094,0.306766755432394,44.847,0.93936252915263,40.47,21.92,0.654157927555127,49.1074163791498,33.991,61.52907317073171,1964,"Venezuela, RB",64.19356275253435,55.93721762963236,False,True
83.2186484104183,9.88407768492086,0.35597819420951704,35.0208034033396,10.2822988561192,35.784879440368705,36.3056255169065,0.787921061104774,49.962084155907,64.6963143397846,54.913003975522614,1964,World,64.19356275253435,55.93721762963236,False,False
184.6702,3.49883641157401,0.7540734753422901,49.997,84.0044742729307,29.18,31.04,0.0107615114542838,50.32676517264829,77.985,46.5576829268293,1964,Zambia,64.19356275253435,55.93721762963236,False,False
172.6368,5.2604368618327495,0.475516063446695,47.981,71.2295081967213,57.86,41.57,0.258498125888587,50.126449885864496,85.90799999999999,52.97165853658539,1964,Zimbabwe,64.19356275253435,55.93721762963236,False,False
145.321,11.94743130227,0.7850748810460579,51.668,37.8181818181818,75.72,51.53,0.11487914713721199,48.7035595496408,90.25,34.5253902439024,1965,Afghanistan,64.19356275253435,56.85613224592781,False,False
47.3192,4.81184020410554,3.24604847207587,19.6,58.7910755426215,28.92,62.47,0.0221287895552113,49.62971974604879,16.515,70.850243902439,1965,Australia,64.19356275253435,56.85613224592781,True,True
57.7634,20.1017195446839,0.228307707626949,17.9,47.0808526982908,65.42,72.6,0.823443933155728,53.2307255143795,34.989000000000004,69.7221951219512,1965,Austria,64.19356275253435,56.85613224592781,True,True
88.9568,8.868393047179849,0.379887249464359,46.062,0.0,19.56,36.71,0.709471443774388,52.1363719248127,87.48100000000002,39.6327317073171,1965,Benin,64.19356275253435,56.85613224592781,False,False
99.9174,1.2692698236868798,0.33778887090077897,43.307,0.242718446601942,25.98,21.43,0.12923474568448298,50.334103901400006,61.743,43.7797804878049,1965,Bolivia,64.19356275253435,56.85613224592781,False,False
86.5312,3.35002763772801,0.332818016142886,39.92,12.321196358907699,29.29,15.98,0.7292292304268649,50.159042437874795,48.963,56.767365853658504,1965,Brazil,64.19356275253435,56.85613224592781,False,False
179.7516,11.0004019377631,0.86845118911844,44.302,0.0,29.7,25.98,1.14234943199848,50.7496654375299,83.12,43.715170731707296,1965,Cameroon,64.19356275253435,56.85613224592781,False,False
48.6738,4.6588171124241375,2.15291188128875,21.3,21.5028430987595,42.59,53.06,0.9477088604950121,49.7192276979383,27.108,71.8721951219512,1965,Canada,64.19356275253435,56.85613224592781,True,True
174.4606,2.7609233041189105,1.0431639404911401,43.75100000000001,0.0,55.68,15.74,0.0963112780506597,50.847995245113204,76.48100000000002,38.7258536585366,1965,Central African Republic,64.19356275253435,56.85613224592781,False,False
91.3412,5.0031471409435,0.4319516994396471,33.751,24.561403508771896,28.56,28.69,0.26629654137279896,50.6491119328515,28.304,60.110097560975596,1965,Chile,64.19356275253435,56.85613224592781,False,True
122.4176,3.2086525461919804,0.185956910231913,43.047,31.4532927415478,35.26,32.79,1.30509238395674,50.2821321526811,48.978,59.0621707317073,1965,Colombia,64.19356275253435,56.85613224592781,False,True
141.7704,1.51683748169839,0.447359671130188,42.948,0.0,48.21,28.49,0.0732064421669107,50.48522979000871,64.727,51.4413658536585,1965,"Congo, Rep.",64.19356275253435,56.85613224592781,False,False
111.8106,5.5816686251468886,0.1792875678226,40.284,0.0,19.96,23.35,3.9169604386995696,49.19053235826061,64.209,63.8689268292683,1965,Costa Rica,64.19356275253435,56.85613224592781,False,True
217.0168,5.283018867924531,0.3981288890142261,54.072,0.0,22.32,35.15,4.402515723270441,48.5202046856452,75.5,40.1244146341463,1965,Cote d'Ivoire,64.19356275253435,56.85613224592781,False,False
44.7458,63.559122020297394,0.565873756989896,18.0,30.9734513274336,61.52,72.91,0.35402407363700705,50.4041164120798,22.952,72.37073170731709,1965,Denmark,64.19356275253435,56.85613224592781,True,True
154.5222,15.7284768211921,0.195929209745313,47.03,0.23696682464454996,64.47,19.68,6.00165562913907,49.43946199901421,64.961,55.37882926829271,1965,Dominican Republic,64.19356275253435,56.85613224592781,False,False
127.3208,6.1949140297644805,0.326659200170663,43.062,0.0,56.41,13.81,2.9439387371767096,49.8936405263118,63.36,55.82082926829271,1965,Ecuador,64.19356275253435,56.85613224592781,False,False
142.3964,2.59380179818173,0.0836329966441207,43.347,3.71451313345715,28.63,13.44,0.0904113717414235,49.3118870085177,60.31399999999999,50.5203902439024,1965,"Egypt, Arab Rep.",64.19356275253435,56.85613224592781,False,False
141.4782,23.021582733813,0.15010014494045198,45.481,0.0,77.58,32.59,8.153477218225419,50.426018609290885,61.091,52.865,1965,El Salvador,64.19356275253435,56.85613224592781,False,False
88.2576,4.43349753694581,0.17461261867190905,38.894,2.1276595744680904,79.55,33.11,3.7766830870279104,48.99026480758121,67.418,58.0360243902439,1965,Fiji,64.19356275253435,56.85613224592781,False,True
32.146,8.931678649988509,0.596113005759322,17.1,28.550745620385104,70.28,107.45,0.0032831018746511697,51.7122959061842,40.342,68.9778048780488,1965,Finland,64.19356275253435,56.85613224592781,True,True
36.5278,34.3264556236143,0.375741342506465,18.2,50.6675282175277,80.02,72.4,3.18865670987607,51.081738108108304,32.929,70.8121951219512,1965,France,64.19356275253435,56.85613224592781,True,True
146.8208,7.471213852509449,0.220477224248811,47.45,4.3010752688172005,28.51,33.65,7.03173068471478,49.114310567071286,73.933,47.80763414634149,1965,Ghana,64.19356275253435,56.85613224592781,False,False
25.6836,23.204034134988397,0.34981093718806,17.7,37.4757699763084,52.31,53.36,6.695112490302559,51.31861585526179,40.031,69.638,1965,Greece,64.19356275253435,56.85613224592781,True,True
147.0208,10.2650242627846,0.232646525540464,45.372,0.0,26.56,28.74,4.14333706606943,49.3907304741357,66.01100000000001,48.50860975609761,1965,Guatemala,64.19356275253435,56.85613224592781,False,False
120.6264,1.77926897463271,0.538147756923271,35.773,0.0,73.24,45.14,0.0508362564180774,50.147221850643994,70.791,61.1871707317073,1965,Guyana,64.19356275253435,56.85613224592781,False,True
42.695917911800706,10.7164821976619,0.504925348999966,20.080319298088106,39.4303086311346,57.5908407425763,59.9613441038449,0.6785295233221998,51.49086083387079,34.4483958419655,69.1647898047314,1965,High income,64.19356275253435,56.85613224592781,True,True
158.75799999999995,11.7794262221825,0.560222422753701,49.00899999999999,0.0,36.53,21.92,1.6712842970774902,49.725095711748104,74.296,49.547365853658505,1965,Honduras,64.19356275253435,56.85613224592781,False,False
105.7842,53.2142244525241,0.317753683737358,40.696,77.6142816111001,34.54,24.78,1.41867825466923,48.29014131117821,81.215,44.353512195122,1965,India,64.19356275253435,56.85613224592781,False,False
13.1988,21.657715198142,0.51854168838842,22.1,48.5447263017356,79.76,46.44,0.0435476847147627,49.7634667831482,51.291,70.5252926829268,1965,Ireland,64.19356275253435,56.85613224592781,True,True
23.4676,42.5827071503859,0.240326909072418,19.0,16.104347826087,84.47,62.95,9.445445581585119,51.3178674244101,38.157,70.1717073170732,1965,Italy,64.19356275253435,56.85613224592781,True,True
208.3536,13.8504155124654,0.0852272727272727,40.833,0.12254901960784301,125.15,25.29,10.1569713758079,52.1398565074094,62.50100000000001,66.5853170731708,1965,Jamaica,64.19356275253435,56.85613224592781,True,True
3.8016,14.9386419416417,0.0553988046479172,18.7,42.872983679890794,128.3,43.88,1.43441505317698,50.952320077082604,32.134,70.20195121951221,1965,Japan,64.19356275253435,56.85613224592781,True,True
115.3352,3.12783318223028,0.24468085106383,53.389,0.0,55.37,18.51,0.294650951949229,47.85657770419311,45.738,56.5521707317073,1965,Jordan,64.19356275253435,56.85613224592781,False,False
182.8792,6.14962926520715,0.368238793809632,50.752,5.94353640416048,27.3,25.04,0.7379555118248591,50.0065441294214,91.395,49.428756097561,1965,Kenya,64.19356275253435,56.85613224592781,False,False
23.5244,22.4238026124819,0.0753535817895023,36.245,78.58923595835171,46.66,8.67,0.964130209413228,49.758586020741504,67.649,56.821243902439,1965,"Korea, Rep.",64.19356275253435,56.85613224592781,False,False
107.696438254853,4.22851482517852,0.31901721465427196,41.930256579253395,9.432052414605419,35.084114785290396,20.7743887118504,0.7992189026588391,50.091039854504004,50.86641908511911,56.930919465496395,1965,Latin America & Caribbean (developing only),64.19356275253435,56.85613224592781,False,True
116.91,9.82535559042156,0.428029994638868,43.96,5.4142300194931785,40.11,23.79,0.7098948018210341,50.1521736270731,45.069,59.4337073170732,1965,Mexico,64.19356275253435,56.85613224592781,False,True
150.1282,15.2350226284895,0.47724569717384896,47.917,18.158347676420004,35.92,27.38,0.940986691759645,50.6351999863002,68.138,50.5648780487805,1965,Morocco,64.19356275253435,56.85613224592781,False,False
20.8898,27.4881516587678,0.0754794817813028,19.9,35.0981536889732,46.76,48.36,1.18483412322275,50.1279702347439,39.247,73.56878048780491,1965,Netherlands,64.19356275253435,56.85613224592781,True,True
64.4874,11.317458508981801,1.1337695936691499,22.9,42.6659528907923,25.21,52.03,0.0987429265884319,49.837043565018796,21.109,71.2268292682927,1965,New Zealand,64.19356275253435,56.85613224592781,True,True
161.1974,8.55908259930198,0.49936173812791707,46.926,0.0,67.43,36.41,1.31294665115506,50.0115144090102,57.293,50.27063414634149,1965,Nicaragua,64.19356275253435,56.85613224592781,False,False
162.8046,32.4671761256958,0.588594193437317,45.839,15.928927680798,26.21,23.92,3.84290215971101,49.9309962431454,83.449,39.2808780487805,1965,Nigeria,64.19356275253435,56.85613224592781,False,False
29.8442,2.3217292502293,0.2277630233177769,17.8,20.335195530726303,117.16,77.87,0.00273788826677983,50.189644917583294,42.432,73.7231707317073,1965,Norway,64.19356275253435,56.85613224592781,True,True
112.675,41.61477791614779,0.630890321349924,44.09,30.8977418762622,25.36,22.08,0.20106890826068904,46.8112181660227,76.48899999999998,49.5598048780488,1965,Pakistan,64.19356275253435,56.85613224592781,False,False
139.468,5.89184826472962,0.33317435287728003,39.979,0.0,73.71,26.53,1.61420500403551,49.072246348203706,55.569,63.290121951219504,1965,Panama,64.19356275253435,56.85613224592781,False,True
78.9848,0.165614097071943,0.0347045004333435,41.816,0.0,39.13,37.15,0.7949476659453248,48.268638746047706,94.53,42.0371951219512,1965,Papua New Guinea,64.19356275253435,56.85613224592781,False,False
98.762,1.9733199093883704,0.361148359654016,40.441,0.0,21.2,36.19,0.279385854517996,50.4768862746579,63.757,64.7078048780488,1965,Paraguay,64.19356275253435,56.85613224592781,True,True
115.3864,1.96171875,0.216322222417495,45.746,2.48237817958933,36.65,31.95,0.14765625,49.7448586643124,48.132,50.2144390243902,1965,Peru,64.19356275253435,56.85613224592781,False,False
62.7256,16.1603969690874,0.155916761281508,41.654,1.0752688172043001,33.24,20.41,8.381948635418759,49.4810834636333,68.396,59.333268292682895,1965,Philippines,64.19356275253435,56.85613224592781,False,True
28.6974,27.224043715847,0.276820992610513,23.4,27.5371482769523,127.46,36.03,6.2295081967213095,52.27056797809789,63.13399999999999,64.9894634146342,1965,Portugal,64.19356275253435,56.85613224592781,True,True
74.292,20.470206728820397,0.15620471416547901,49.617,0.0,31.58,22.98,6.080259424402112,50.9560192481326,97.118,43.601414634146394,1965,Rwanda,64.19356275253435,56.85613224592781,False,False
192.9666,16.2675946605724,0.8582449056095021,50.152,0.0,83.58,41.69,0.0779099361138524,50.0075630777123,73.649,38.395682926829295,1965,Senegal,64.19356275253435,56.85613224592781,False,False
187.639,5.195344970906072,0.160737317075575,45.93899999999999,3.8961038961039,38.67,54.11,0.761983929066223,51.2982217309137,79.62100000000002,31.5426341463415,1965,Sierra Leone,64.19356275253435,56.85613224592781,False,False
116.232072952828,43.84546489385721,0.32902027752815,41.80012863684321,71.5381494290627,34.8127831857878,25.3973296481787,1.2201263098522501,48.233288188309295,82.36557721266409,45.1805327971593,1965,South Asia,64.19356275253435,56.85613224592781,False,False
11.7822,31.9460562647565,0.4996511892674699,21.1,48.5098484067237,49.1,27.74,9.26007443275041,51.309752669146214,38.722,70.8092682926829,1965,Spain,64.19356275253435,56.85613224592781,True,True
80.9102,12.645511082761901,0.0710318882121104,33.89,13.931034482758601,51.39,61.2,17.269972891086,48.116473888224,82.374,61.840902439024404,1965,Sri Lanka,64.19356275253435,56.85613224592781,False,True
149.7744,4.702020202020201,0.930808408602563,46.76600000000001,0.7552870090634441,30.07,20.97,0.0294612794612795,49.8392381569668,86.62700000000002,50.248365853658505,1965,Sudan,64.19356275253435,56.85613224592781,False,False
42.4066,7.7033679387824705,0.408722534550372,15.9,12.5709936178933,103.73,96.63,0.00974801384217966,50.0542618444997,22.944000000000006,73.8617073170732,1965,Sweden,64.19356275253435,56.85613224592781,True,True
21.0392,9.55525197328476,0.064492752633326,19.1,14.5858488287853,92.06,75.29,0.38200769075086,51.3075565896015,45.783,72.2017073170732,1965,Switzerland,64.19356275253435,56.85613224592781,True,True
117.8888,34.5086516487104,1.17480711175098,46.419,0.299102691924227,23.19,20.42,1.39841114375884,48.8207192850089,59.994,55.6471707317073,1965,Syrian Arab Republic,64.19356275253435,56.85613224592781,False,False
61.1144,21.922527354225,0.351948939247894,41.709,1.96850393700787,24.65,38.45,2.740315919278121,49.911934205156896,79.779,57.1357804878049,1965,Thailand,64.19356275253435,56.85613224592781,False,True
147.0924,33.0943188086045,1.05347435843412,47.93,0.0,40.71,31.22,1.3789299503585202,50.6915473899588,85.05,43.4447073170732,1965,Togo,64.19356275253435,56.85613224592781,False,False
117.2262,11.1111111111111,0.062471298822142,31.862,0.0705716302046577,229.31,28.37,6.82261208576998,50.11809267452779,85.65299999999998,64.65175609756099,1965,Trinidad and Tobago,64.19356275253435,56.85613224592781,True,True
