"Adolescent fertility rate (births per 1,000 women ages 15-19)",Cereal yield (kg per hectare),Urban population (% of total),GDP per capita (current US$),"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",Permanent cropland (% of land area),"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",Population density (people per sq. km of land area),Agricultural land (% of land area),Arable land (hectares per person),CO2 emissions from solid fuel consumption (kt),Arable land (% of land area),Merchandise trade (% of GDP),"Life expectancy at birth, total (years)",Year,CountryName,MeanLifeExpetancyOverall,MeanLifeExpetancyForYear,AboveAverageLifeExpectancyOverall,AboveAverageLifeExpectancyByYear
108.7894,1222.25,22.736,228.47638196451697,15.128424189225399,1.68169541805266,14.3886730884827,229.167511326219,60.736111718390006,0.23987957482937802,234849.348,54.9726051816399,11.3271527848968,53.3807073170732,1979,India,64.19356275253435,61.89320123442705,False,False
108.8492,2622.419000000001,21.524,382.653765524479,0.865295118271977,4.41605899854822,9.293345881310891,79.51860320053879,20.976280243104,0.12495356239690801,652.726,9.9361327467335,41.350175049205106,59.1634390243903,1979,Indonesia,64.19356275253435,61.89320123442705,False,False
20.8002,4778.746,54.994,5436.06250040312,8.04087431663513,0.0290317898098418,4.24318016976362,48.9730004354768,83.0599506459573,0.335828084475732,7715.368,16.4465089272754,92.8390845917306,72.3230243902439,1979,Ireland,64.19356275253435,61.89320123442705,True,True
22.0076,3435.045,66.442,6969.76645696384,8.756305454061941,10.0982625548264,7.9313457249643395,191.485325218456,59.8687565876713,0.168259565914114,40160.984,32.2192377001802,38.247071268807204,74.0026829268293,1979,Italy,64.19356275253435,61.89320123442705,True,True
139.048,1560.085,46.191,1152.51981892387,2.19746963957984,9.69529085872576,14.332707235916299,194.288180978763,45.891043397968595,0.0641591984567574,3.667,12.4653739612188,74.70936220079459,70.2596341463415,1979,Jamaica,64.19356275253435,61.89320123442705,True,True
3.961,5705.593000000002,76.118,8953.59152027864,5.06798166303381,1.61572052401747,2.2527812676389702,316.239082969432,16.8504366812227,0.0421334253905239,191094.704,13.324235807860301,20.447198251554106,76.3375609756098,1979,Japan,64.19356275253435,61.89320123442705,True,True
75.5972,151.278,58.98,1558.3051879156,32.8895771411444,0.43064369900272,5.0127822096282415,23.790933816863106,12.749320036264699,0.14147492130755202,0.0,3.36582048957389,72.3294791462595,65.7492682926829,1979,Jordan,64.19356275253435,61.89320123442705,True,True
168.8312,1282.696,15.401,398.0733141527781,21.03010364710461,0.843377727799838,12.915446853711,27.517682819692887,44.94500474399969,0.24263454117233604,44.004,6.67674034508205,43.733862871334715,57.2800975609756,1979,Kenya,64.19356275253435,61.89320123442705,False,False
13.7682,5727.899,54.981,1857.8190370470893,1.1525518415557099,1.4306448268712402,1.2634072840460802,389.117105535973,23.346464855898798,0.0551230082317381,46039.185,21.449305411569604,50.7601851248289,65.2946341463415,1979,"Korea, Rep.",64.19356275253435,61.89320123442705,True,True
91.6571377214658,1550.4809749708,60.334214244446,1617.7929314018204,7.160582243787579,0.9553152246814219,4.277418535426681,18.9962601248517,29.983955012124,0.288378121712849,49744.2852668805,5.4781058143734205,21.362473002824398,62.879821059546096,1979,Latin America & Caribbean (developing only),64.19356275253435,61.89320123442705,False,True
201.4508,1238.806,34.181,444.611879104056,16.3063734625419,2.12832225913621,8.22164689272778,19.009167358804,26.7441860465116,0.20262561286055492,0.0,3.85174418604651,128.244830683043,45.4866097560976,1979,Liberia,64.19356275253435,61.89320123442705,False,False
79.30262119135091,1838.5746882057,27.8620403081185,482.455713140214,10.2821170439386,1.0314794782496999,9.88425789120722,43.51696281290671,37.377931945574105,0.22052295319686896,2186676.42336065,9.877232176538811,28.002569625872198,59.426641841551294,1979,Low & middle income,64.19356275253435,61.89320123442705,False,False
153.0592,1687.455,18.068,407.097200223855,25.114204261356893,0.8597860852219971,21.0712634196943,14.6300478041063,61.938989579392604,0.29619328163115,69.673,4.33332186951886,29.8871751091092,48.709073170731706,1979,Madagascar,64.19356275253435,61.89320123442705,False,False
202.538,1174.984,8.841000000000003,176.77659807710495,9.9691070254663,0.8485362749257529,6.42026952557487,63.4985044548154,42.1086126431905,0.34242919942224703,91.675,21.7437420449724,59.69879875268471,44.4053170731707,1979,Malawi,64.19356275253435,61.89320123442705,False,False
34.4206,2822.8190000000004,41.158,1570.86726981188,4.1345054897436295,10.652868665347698,1.5856046869883302,41.103128899710896,14.814487901384899,0.0822174466710302,135.679,3.3793943083244598,89.22137657761091,67.7488536585366,1979,Malaysia,64.19356275253435,61.89320123442705,True,True
14.140999999999998,2809.462,89.777,3195.51239568261,10.928845836573998,3.125,4.17689439675189,979.19375,43.75,0.0414882141557787,0.0,40.625,118.228492724988,72.6950243902439,1979,Malta,64.19356275253435,61.89320123442705,True,True
60.359,2545.263,42.569,1280.39074655489,2.2567755806967003,3.44827586206897,4.31790245556529,467.925123152709,56.1576354679803,0.10527556933027901,3.667,49.2610837438424,78.5360271907251,66.4557804878049,1979,Mauritius,64.19356275253435,61.89320123442705,True,True
